function_name	kain_concept	llvm_ir_pattern	llvm_c_api	status	lines
# ── FILE: 00-preamble.rs ───────────────────────────────────────────────────────────────────────────────────────────────────────────── #
remember_emitted_extern_symbols_from_output	extern/FFI declaration tracking	[declare @symbol(...) — parse output for already-emitted externs]	Scan output for declare statements, record symbols in emitted_extern_symbols set	n/a (pure Rust, line filter)	mapped	1652-1661
llvm_declared_symbol	extern/FFI declaration	[declare @symbol(...) → extract @name]	Parse declare line and extract @symbol name	n/a (pure Rust, string parse)	mapped	1663-1677
emit_label	basic block / control flow	[label:]	Emit label, track current_block; record entry label alloca/preamble offsets	n/a (KNIR text emission)	mapped	1679-1686
emit_entry_alloca	alloca/stack	[%rN = alloca Ty]	Insert alloca at entry label position (before any non-alloca code)	LLVMBuildAlloca (via KNIR text equivalent)	mapped	1688-1699
emit_entry_preamble_line	entry code hoisting	[LLVM instructions inserted after entry allocas]	Insert code at entry preamble position (const initializers hoisted into entry)	n/a (KNIR text emission)	mapped	1701-1709
next_reg	SSA register counter	[%r0, %r1, %r2, …]	Generate next monotonic SSA virtual register name	n/a (monotonic counter)	mapped	1711-1715
next_label	basic block label	[L0, L1, L2, …]	Generate next monotonic block label name	n/a (monotonic counter)	mapped	1717-1721
mark_known_tagged_i64	ABI/tagged immediate	[ptrtoint i8* %handle to i64 → known_tagged_i64s set]	Register i64 as carrying tagged immediate ((v<<3)|1) for untag before C ABI call	n/a (pure Rust, set tracking)	mapped	1726-1728
is_known_tagged_i64	ABI/tagged immediate	[Check if reg is in known_tagged_i64s set]	Check if i64 register carries tagged immediate value	n/a (pure Rust, set lookup)	mapped	1731-1733
sanitize_type_fragment	LLVM naming	[replace non-alphanum with _ for type names in LLVM IR]	Sanitize a string for use as LLVM type name fragment	n/a (pure Rust, char mapping)	mapped	1735-1740
sanitize_symbol_fragment	LLVM naming	[replace non-alnum with _{XX} hex for LLVM symbol names]	Sanitize a string for use as LLVM symbol name	n/a (pure Rust, byte→hex)	mapped	1742-1755
find_attribute	attribute/annotation	[Scan Attribute[] for matching name]	Find an attribute by name in callable attributes array	n/a (pure Rust, linear search)	mapped	1757-1759
attribute_string_arg	attribute arg extraction	[Extract String("...") from attribute arg Expr]	Extract string argument from attribute (e.g. section name)	n/a (pure Rust, pattern match)	mapped	1761-1770
callable_section_name	@section attribute	[@llvm.compiler.used or custom section — section("name")]	Extract section name from callable attributes	LLVMAddFunctionAttr (section string)	mapped	1772-1774
windows_tls_subsection_is_live	TLS/section (Windows COFF)	[.tls$ — check if subsection sorts before CRT $ZZZ terminator]	Check if TLS subsection name sorts before .tls$ZZZ	Windows COFF TLS section constraint	n/a (pure Rust, byte comparison)	mapped	1776-1781
normalize_windows_tls_section_name_for_coff	TLS/section (Windows COFF)	[.tls$KAIN$suffix — normalize TLS section name for Windows COFF]	Normalize TLS section name to sort before .tls$ZZZ terminal	Windows COFF TLS ordering constraint	n/a (pure Rust, string manipulation)	mapped	1783-1808
const_section_name	@section for const globals	[section("name") — platform-aware section name resolution]	Resolve section name for constant globals, handling Windows TLS	n/a (calls normalize_windows_tls_section)	mapped	1810-1820
callable_link_name	@link_name attribute	[@name = @link_name("symbol") — override emitted function name]	Extract link_name attribute string for symbol renaming	LLVMAddFunctionAttr (via KNIR text)	mapped	1822-1824
callable_has_attribute	attribute check	[Check if attribute exists]	Check if callable has a named attribute	n/a (pure Rust)	mapped	1826-1828
callable_is_naked	@naked attribute	[@naked — no prologue/epilogue]	Check if callable has @naked attribute	n/a (pure Rust)	mapped	1830-1834
callable_is_interrupt	@interrupt attribute	[x86_intrcc — interrupt handler]	Check if callable has @interrupt attribute	n/a (pure Rust)	mapped	1836-1840
callable_llvm_calling_convention	callconv/ABI attribute	[x86_intrcc, win64cc, x86_64_sysvcc, x86_vectorcallcc, x86_stdcallcc]	Resolve @callconv attribute to LLVM calling convention string	n/a (pure Rust, match on attribute)	mapped	1842-1900
callable_needs_x86_64_abi_surface	ABI/x86_64 special	[naked, interrupt, callconv != "c" → need ABI surface]	Detect if callable needs x86_64 ABI surface handling	n/a (pure Rust, attribute check)	mapped	1902-1909
callable_symbol_for_name	symbol name resolution	[@authored_name → @emitted_symbol or @kain_stdlib_name]	Resolve callable authored name to emitted LLVM symbol name	n/a (HashMap lookup)	mapped	1911-1916
callable_callconv_for_name	calling convention lookup	[win64cc, x86_64_sysvcc prefix before define]	Lookup calling convention for named function	n/a (HashMap lookup)	mapped	1918-1922
callable_callconv_prefix_for_name	calling convention prefix	[win64cc @name(...) or x86_64_sysvcc @name(...)]	Format calling convention prefix for function define line	n/a (format string)	mapped	1924-1928
stable_runtime_hash64	runtime/stable hash	[none — FNV-1a 64-bit hash used for stable identifiers]	FNV-1a 64-bit hash for stable symbol naming	n/a (pure Rust, FNV hash)	mapped	1930-1937
llvm_i64_literal_for_u64	LLVM constant	[i64 literal: i64 value]	Format u64 as i64 LLVM literal string	n/a (format string, cast)	mapped	1939-1941
machine_pulse_body_symbol	pulse/machine stones	[@__kain_pulse_body_<name> — pulse body function symbol]	Generate LLVM symbol name for pulse body function	n/a (format string)	mapped	1943-1945
machine_pulse_fire_symbol	pulse/machine stones	[@__kain_pulse_fire_<name> — pulse fire function symbol]	Generate LLVM symbol name for pulse fire function	n/a (format string)	mapped	1947-1949
machine_axiom_symbol	axiom/machine stones	[@__kain_axiom_accept_<name> — axiom acceptance symbol]	Generate LLVM symbol name for axiom acceptance check	n/a (format string)	mapped	1951-1956
machine_pulse_duration_ns	pulse/machine stones	[pulse interval in nanoseconds — s/ms/us/ns/tick]	Convert PulseDuration (e.g. "8ms") to nanoseconds	n/a (pure Rust, unit match → saturating_mul)	mapped	1958-1967
machine_axiom_capability_bit	axiom/capability	[bitmask: 1<<0=atomic.bitmask, 1<<1=time.hardware-timer, 1<<2=memory.shatter, 1<<3=world.teleport, 1<<8=sse2, 1<<9=avx, 1<<10=avx2, 1<<11=avx512, 1<<12-19=cuda.*, 1<<20=gpu.async_compute]	Map capability string to bitmask position for axiom runtime checking	n/a (pure Rust, match → bit flag)	mapped	1969-1994
converge_capability_is_cpu_selector	converge/CPU capability	[cpu.*, x86.*, sse2, avx, avx2, avx512, fma, bmi2 — CPU selector predicates]	Detect if a converge fast-lane capability is a CPU selector	n/a (pure Rust, string match)	mapped	1996-2012
converge_selector_static_eligibility	converge/static optimization	[target("llvm"/"native") → Some(true); cpu capability → None (runtime); other → Some(true)]	Compute static converge lane eligibility (compile-time known vs runtime)	n/a (pure Rust, match on ConvergeSelector)	mapped	2014-2029
tuple_struct_name_from_types	tuple/struct type	[%__kain_tuple_<sanitized_types> — LLVM type name]	Generate LLVM type name for tuple struct from field types	n/a (format string)	mapped	2031-2038
tuple_struct_storage_type_from_types	tuple/struct type	[%__kain_tuple_* (by-val) or %__kain_tuple_** (by-ptr) depending on is POD]	Get LLVM storage type (by-value or pointer) for tuple struct	n/a (calls tuple_struct_name + checks value_aggregate)	mapped	2040-2047
builtin_named_tuple_storage_type	Vec2/3/4 builtins	[%__kain_tuple_double_double for Vec2, double_3 for Vec3, double_4 for Vec4]	Map Vec2/Vec3/Vec4 LLVM storage type to double tuple	struct LLVMTypeOf (via KNIR)	mapped	2049-2058
llvm_named_type_name	LLVM naming	[sanitized name for LLVM %TypeName]	Sanitize type name for LLVM IR type identifier	n/a (calls sanitize_symbol_fragment)	mapped	2060-2062
register_struct_definition	struct/type registration	[%StructName = type { field_types } — LLVM type declaration]	Register struct definition in struct_defs map, emit LLVM type declaration	n/a (adds to HashMap)	mapped	2064-2070
register_value_aggregate_struct	value aggregate/POD struct	[%StructName — by-value for POD structs]	Mark struct as value aggregate (POD — can travel by-value in LLVM)	n/a (insert into HashSet)	mapped	2072-2078
tuple_field_alias_index	tuple field access	[x/y/z/w → 0/1/2/3; _0/_1 → numeric; __kain_tuple_N → N]	Resolve tuple field name to index (x,y,z,w aliases + numeric)	n/a (pure Rust, match + parse)	mapped	2080-2091
llvm_type_is_scalar_value_aggregate_pod	POD type check	[i1, i8, i32, i64, double, or %StructName in value_aggregate set]	Check if LLVM type is scalar-value-aggregate POD	n/a (pure Rust, string match + set lookup)	mapped	2093-2102
resolved_type_is_scalar_value_aggregate_pod	POD type check (semantic)	[Int, Float, Bool, Char, Tuple (all POD), Struct (in value_aggregate)]	Check if ResolvedType is POD from semantic type perspective	n/a (pure Rust, match on ResolvedType)	mapped	2104-2116
struct_storage_type	struct by-val vs by-ptr	[%StructName (by-val) or %StructName* (by-ptr)]	Get LLVM storage type for struct (by-value for POD, pointer otherwise)	n/a (calls llvm_named_type_name + set lookup)	mapped	2118-2125
actor_message_reply_llvm_type	actor/message reply	[Returns actor_message_reply_types Haskell Map String]	Lookup reply LLVM type for actor message (actor_name, message_name)	n/a (HashMap lookup)	mapped	2127-2136
register_tuple_struct	tuple/struct definition + emit	[%__kain_tuple_* = type { field_tys } — LLVM type, auto POD]	Register tuple struct, emit LLVM type, auto-detect POD	for LLVMStructType, LLVMStructSetBody (via KNIR)	mapped	2138-2156
collect_tuple_types_from_ast	tuple type collection	[Recursively collect tuple types from AST Type nodes]	Discover and register all nested tuple types from AST Type	n/a (pure Rust, recursive AST walk)	mapped	2158-2181
collect_tuple_types_from_resolved	tuple type collection	[Recursively collect tuple types from ResolvedType nodes]	Discover and register all nested tuple types from resolved type tree	n/a (pure Rust, recursive match)	mapped	2183-2212
collect_program_tuple_types	full program type pass	[Discover all tuple types in every TypedItem variant]	Pre-pass discovering all tuple types in the program before codegen	n/a (pure Rust, exhaustive TypedItem match)	mapped	2214-2321
register_builtin_tuple_structs	Vec2/3/4 builtins	[%__kain_tuple_double_double, _double_3, _double_4]	Register built-in Vec2/Vec3/Vec4 LLVM tuple structs	n/a (pure Rust, loop)	mapped	2323-2327
map_type_from_ast	Kain→LLVM type mapping	[Self_/Self → struct_storage_type; Named → map_type_from_str; Ptr/Ref → *; Array/Slice/Option/Result → i8*; Unit/Never → void; default → i64]	Map Kain AST type to LLVM type string	LLVMInt32Type, LLVMPointerType, LLVMStructType (via KNIR text)	mapped	2329-2367
map_type_from_str	Kain→LLVM type mapping (by name)	[Int/I64/i64→i64, F32→float, Float/double→double, Bool→i1, String→i8*, Void→void, P→%KainReplyPort, KainActorId→i64, KainActorExitReason→i32, Known struct→%StructName*/%StructName, default→i64]	Map Kain type name string to LLVM type string	LLVMInt32Type, LLVMFloatType, LLVMDoubleType (via KNIR text)	mapped	2369-2420
ast_type_is_self_alias	Self/Self_ type	[Self_ or Self → alias for current impl target]	Detect if type is Self_ or Self alias	n/a (pure Rust, pattern match)	mapped	2422-2424
map_impl_type_from_ast	impl target type	[Self_ → struct_storage_type(target_name); else → map_type_from_ast]	Map type inside impl block resolving Self_ to target type	n/a (pure Rust)	mapped	2426-2432
impl_method_has_authored_self_param	impl/self param	[Check first param for Self_/Self/self/_self]	Detect if impl method has authored self parameter	n/a (pure Rust, bool check)	mapped	2434-2439
ast_type_is_string	String detection	[Type::Named { name: "String"|"str" }]	Check if Kain type is String	n/a (pure Rust, pattern match)	mapped	2441-2446
ast_type_is_json_value	JsonValue detection	[Type::Named { name: "JsonValue" }]	Check if Kain type is JsonValue	n/a (pure Rust, pattern match)	mapped	2448-2450
ast_type_is_runtime_any_value	Any type detection	[Type::Named { name: "Any" }]	Check if Kain type is runtime Any	n/a (pure Rust, pattern match)	mapped	2452-2454
ast_type_is_json_handle_like	JsonValue/Object/Array detection	[Type::Named { name: "JsonValue"|"JsonObject"|"JsonArray" }]	Check if Kain type is JSON-handle-like	n/a (pure Rust, pattern match)	mapped	2456-2462
json_function_return_is_aliasing	JSON/aliasing detection	[json_object_set* / json_array_push* — aliasing mutators]	Check if a function name indicates JSON return aliasing	n/a (pure Rust, string starts_with)	mapped	2464-2466
runtime_array_bridge_any_marker	runtime Array/slice bridge	[__kain_runtime_array_bridge_any__ — marker string for Any-element arrays]	Return marker string for runtime Array/Any bridge type	n/a (pure Rust, constant string)	mapped	2468-2470
scalar_runtime_array_literal_llvm_ty	runtime Array element type	[i1→i1, double→double, i8*→i8*, i8/i16/i32/i64→i64]	Map scalar LLVM types to their runtime array element type	n/a (pure Rust, match)	mapped	2472-2480
ast_runtime_array_bridge_any	Array bridge detection	[Array/Slice/Tuple → bridge; Named "Any" or "Array<...>" → bridge]	Check if AST Type needs runtime Array bridge for Any	n/a (pure Rust, pattern match)	mapped	2482-2490
resolved_runtime_array_bridge_any	Array bridge detection (resolved)	[Array/Slice/Tuple/Unknown → bridge]	Check if ResolvedType needs runtime Array bridge for Any	n/a (pure Rust, pattern match)	mapped	2492-2500
ast_runtime_array_element_llvm_ty	runtime Array element (from AST)	[Array<T>/Slice<T> → llvm type of T; bridge any → marker]	Get element LLVM type for runtime Array from AST type	n/a (pure Rust, recursive type map + recurse)	mapped	2502-2522
ast_type_is_int	Int detection	[Type::Named { name: "Int" }]	Check if Kain type is Int	n/a (pure Rust, pattern match)	mapped	2524-2526
resolved_type_is_string	String detection (resolved)	[ResolvedType::String]	Check if ResolvedType is String	n/a (pure Rust, pattern match)	mapped	2528-2530
clear_json_local_tracking	JSON local state	[Remove name from json_handle_locals and json_passthrough_locals]	Clear JSON tracking state for a local variable	n/a (pure Rust, set remove)	mapped	2532-2535
clear_runtime_any_local_tracking	Any local state	[Remove name from runtime_any_passthrough_locals]	Clear runtime Any tracking state for a local variable	n/a (pure Rust, set remove)	mapped	2537-2539
local_carries_json_value	JSON local check	[Check if local is in json_handle_locals or json_passthrough_locals]	Check if a local variable carries a JSON handle value	n/a (pure Rust, set contains)	mapped	2541-2543
local_carries_runtime_any_value	Any local check	[Check runtime_any_passthrough_locals or python_import_globals]	Check if a local carries a runtime Any / Python handle value	n/a (pure Rust, set contains)	mapped	2545-2548
call_carries_json_value	JSON call return	[json_object_new, json_array_new, json_parse, json_get, json_array_get, kain_shared_buffer/image_info, or json_carrying_function_returns set]	Check if function call returns JSON handle value	n/a (pure Rust, match + set lookup)	mapped	2550-2561
call_returns_owned_json_value	JSON owned return	[same names as call_carries_json_value + json_owning_function_returns set]	Check if function call returns owned JSON handle (must be released)	n/a (pure Rust, match + set lookup)	mapped	2563-2574
call_carries_runtime_any_value	Any call return	[py_import, py_call, py_getattr, kain_tensor_from_py*, kain_image_from_py*, kain_geometry_from_py*, python_import_globals, or runtime_any_function_returns set]	Check if function call returns runtime Any value (Python/Interop)	n/a (pure Rust, match + set lookup)	mapped	2576-2609
expr_carries_json_value	JSON expression check	[Ident→local_carries_json_value; Call→call_carries_json_value; Field→field or object carries; Cast/Bitcast→delegate; Paren→delegate]	Check if expression produces a JSON handle value	n/a (pure Rust, recursive match)	mapped	2611-2629
expr_carries_runtime_any_value	Any expression check	[Ident→local_carries_runtime_any; Call→call_carries_runtime_any; Field→field or object carries; Cast/Bitcast→delegate; Paren→delegate]	Check if expression produces a runtime Any value	n/a (pure Rust, recursive match)	mapped	2631-2649
resolved_type_carries_any_passthrough	Any passthrough check	[ResolvedType::Unknown → passthrough (for typed-lowered generic params)]	Check if resolved type carries Any passthrough semantics	n/a (pure Rust, pattern match)	mapped	2651-2653
record_struct_any_passthrough_field	struct Any field	[struct_any_passthrough_fields ← (struct_name, field_name) for Unknown-type fields]	Record struct field that carries Any passthrough semantics	n/a (pure Rust, insert into HashSet)	mapped	2655-2665
record_struct_runtime_array_field	struct Array field	[struct_runtime_array_field_elements ← (struct_name, field_name, element_llvm_ty)]	Record struct field that carries runtime Array semantics with element type	n/a (pure Rust, insert into HashMap)	mapped	2667-2683
field_parent_struct_name	struct field parent	[Walk Expr::Ident → lookup locals to find struct name from field access]	Find parent struct name for a field access expression	n/a (pure Rust, recursive Expr + HashMap lookup)	mapped	2685-2707
field_carries_any_passthrough	struct Any field check	[Check struct_any_passthrough_fields for (struct_name, field)]	Check if a struct field access carries Any passthrough	n/a (pure Rust, set contains)	mapped	2709-2715
expr_owns_json_value	JSON ownership check	[Ident→json_handle_locals; Call→call_returns_owned_json_value; Paren→delegate; Cast/Bitcast→delegate]	Check if expression owns a JSON handle (must eventually release)	n/a (pure Rust, recursive match + set lookup)	mapped	2717-2730
record_json_local_tracking_from_expr	JSON tracking	[owned→json_handle_locals; borrowed→json_passthrough_locals; neither→clear]	Record JSON tracking state for a local from its initializer expression	n/a (pure Rust, insert/remove)	mapped	2732-2742
record_runtime_any_local_tracking_from_expr	Any tracking	[carries→runtime_any_passthrough_locals; else→clear]	Record runtime Any tracking state for a local from init expression	n/a (pure Rust, insert/remove)	mapped	2744-2750
resolved_runtime_array_element_llvm_ty	runtime Array element (from resolved)	[Array<T>/Slice<T> → element LLVM type; bridge any → marker]	Get element LLVM type for runtime Array from ResolvedType	n/a (pure Rust, recursive match + map_type)	mapped	2752-2763
single_generic_payload	generic introspection	[Extract type from "Wrapper<Inner>" string pattern]	Extract single generic type parameter from type name string	n/a (pure Rust, string prefix/suffix strip)	mapped	2765-2770
stringified_runtime_array_element_llvm_ty	runtime Array element (from string name)	[Array<T>/Slice<T> → parse inner type; bridge any → marker]	Get element LLVM type for runtime Array from stringified type name	n/a (pure Rust, string introspect + map_type_from_str)	mapped	2772-2787
runtime_array_literal_item_llvm_ty	runtime Array literal item	[Infer element LLVM type from expression in array literal]	Infer LLVM type of a runtime array literal item expression	n/a (pure Rust, recursive Expr match)	mapped	2789-2834
runtime_array_literal_element_llvm_ty	runtime Array literal	[Infer common element type across all items in array literal]	Infer unified element LLVM type from all items in a runtime array literal	n/a (pure Rust, iterative + Option uniformity)	mapped	2836-2849
callable_return_runtime_array_element_llvm_ty	runtime Array function return	[Resolve return element type from function signature or explicit return type]	Get element LLVM type for function returning runtime Array	n/a (pure Rust, resolve through return type)	mapped	2851-2864
resolved_tagged_value_success_llvm_ty	tagged value Option/Result success	[Option(T) → map_type(T); Result(ok,_) → map_type(ok)]	Get success payload LLVM type from resolved Option/Result type	n/a (pure Rust, match + map_type)	mapped	2866-2872
ast_tagged_value_success_llvm_ty	tagged value Option/Result success (AST)	[Option<T>/Result<T,_> → map_type_from_ast(T)]	Get success payload LLVM type from AST Option/Result type	n/a (pure Rust, match + map_type_from_ast)	mapped	2874-2886
callable_return_tagged_value_success_llvm_ty	tagged value function return	[Resolve from explicit return type or Function{ret} ResolvedType]	Get tagged value success LLVM type for function return	n/a (pure Rust, resolve return types)	mapped	2888-2899
tagged_value_expr_success_llvm_ty	tagged value expr check	[Ident→tagged_value_locals; Call Callee→tagged_value_function_returns]	Get tagged value success payload type from expression	n/a (pure Rust, HashMap lookup)	mapped	2901-2910
runtime_array_expr_element_llvm_ty	runtime Array expression type	[Array/Tuple literal→runtime_array_literal_element; Ident→runtime_array_locals; Call→runtime_array_function_returns; Field→struct_runtime_array_field_elements]	Get element LLVM type of runtime Array expression	n/a (pure Rust, recursive Expr match + HashMap lookup)	mapped	2912-2932
# ── END OF FILE ───────────────────────────────────────────────────────────────────────────────────────────────────────────────────── #
