	build/, CMakeLists.txt, lld/*/CMakeLists.txt, src/support/{demangle,option}/, src/target/base/
2026-07-04	build	progress	ALL 3 PHASES COMPLETE. LLVMTargetParser BUILT (8 objects, 0 errors) - stripped dead target sources (AMDGPU/ARM/AVR/CSKY/LoongArch/PPC/RISCV/Xtensa), added ARMTargetDefEmitter.cpp to tablegen, generated AArch64TargetParserDef.inc (2837 lines) from AArch64.td. LLVMSelectionDAG BUILT (27 objects, 0 errors). LLVMGlobalISel BUILT (31 objects, 0 errors). New build3/ dir with clang/clang++ (GNU-like, not clang-cl) + LIB env. LLD disabled in CMakeLists.txt due to tablegen target conflicts. BUG-020 fixed.	src/support/target/CMakeLists.txt, include/support/target/CMakeLists.txt, CMakeLists.txt, tools/tablegen/CMakeLists.txt, build3/
2026-07-04	build	progress	LLVMX86CodeGen BUILT (47 objects, 22.5 MB). Also: LLVMX86Desc, LLVMX86AsmParser, LLVMX86Disassembler, LLVMX86Info all building. 19 X86Gen*.inc files generated from X86.td via new tablegen. All backends working: -gen-register-info, -gen-subtarget, -gen-instr-info, -gen-callingconv, -gen-asm-writer/matcher, -gen-disassembler, -gen-dag-isel, -gen-global-isel, -gen-fast-isel, -gen-emitter, etc.
2026-06-28	build-wsl	progress	WSL BUILD ATTEMPT (GCC 14 + -std=gnu++17). 52/171 LLVMSupport source files compiled. Fixed: include path shadowing (removed include/support/adt from -I), Clang headers moved (20+ conflicting headers), PointerUnion.h constexpr workarounds (computeFixedTags, getTagTable, computeExtendedTags), FunctionExtras.h (brace-init to member-assign, added <cstddef>), PointerIntPair.h (enum to static constexpr), ExitCodes.h (#if LLVM_ON_UNIX fix), LockFileManager.cpp (#if -> #ifdef), Parallel.cpp (guarded <process.h>), raw_ostream.cpp (added <unistd.h>), generated Linux config.h from cmake template. Remaining blocks: ~120 source files with platform-specific issues (C regex files, missing POSIX includes, config.h template cleanup). Not a turnkey port — full Linux config.h and platform-layer work needed.	build-wsl/, CMakeLists.txt, include/core/config/config.h, include/support/adt/*.h, src/support/adt/*.cpp
2026-07-04	build	progress	BUILD RESTORED (clang++ 22.1.6 + lld-link, MSVC BuildTools 2022 CRT). Fixed: llvm-config.h LLVM_ON_UNIX -> undefined on Windows; config.h full rewrite (corrupted comments, wrong POSIX defines); CrashRecoveryContext.cpp <sysexits.h> guard; ErrorHandling.cpp <unistd.h> guard; Parallel.cpp + Threading.inc _beginthreadex forward decl return type mismatch. Added _CRT_SECURE_NO_WARNINGS/_CRT_NONSTDC_NO_WARNINGS to CMakeLists.txt. Created tools/tablegen/sse_stub.cpp for UCRT wmemcmp SSE2 stubs. Added /wholearchive:LLVMTableGen.lib for Emitter::OptClass static constructors. 13 libs built (100 MB): LLVMSupport, LLVMTableGen, LLVMBinaryFormat, LLVMRemarks, LLVMAsmParser, LLVMMC, LLVMMCParser, LLVMMCDisassembler, LLVMObject, LLVMCore, LLVMAnalysis, LLVMPasses, LLVMCodeGenTypes. Next: LLVMTargetParser (needs .inc stubs), LLVMCodeGen (full RTLIB), X86CodeGen/AArch64CodeGen (need full tablegen backends).	build/
2026-07-04	build	progress	llvm-tblgen.exe BUILT AND WORKING. Fixed: LLVM_ON_UNIX was unconditionally defined in llvm-config.h on Windows - changed to /* #undef */. Fixed: config.h corrupted by `${}` replacement - rewrote all 286 lines with correct Windows POSIX defaults. Fixed: CrashRecoveryContext.cpp unconditional <sysexits.h> include (guarded by ExitCodes.h). Fixed: ErrorHandling.cpp unconditional <unistd.h> include. Fixed: Parallel.cpp and Windows/Threading.inc forward _beginthreadex decls with wrong return type (unsigned long vs uintptr_t). Added _CRT_SECURE_NO_WARNINGS/_CRT_NONSTDC_NO_WARNINGS to suppress MSVC deprecation. Added tools/tablegen/sse_stub.cpp for UCRT wmemcmp SSE2 intrinsics. Added /wholearchive:LLVMTableGen.lib for Emitter::OptClass static constructor registration. LLVMSupport (12.5 MB) + LLVMTableGen (1.2 MB) built. 3 backends registered: gen-attrs, gen-skeleton-entry, gen-skeleton-class. Successfully generated 415-line Attributes.inc from Attributes.td.	b
2026-06-28	build	progress	SelectionDAG+GlobalISel now BUILD. RuntimeLibcalls.inc regenerated (464 Libcall + 99 LibcallImpl). Fixed: SDIVREM/UDIVREM I8-I128, FMIN/FMAX/FMINIMUM_NUM/FMAXIMUM_NUM F32-PPCF128, OEQ/UNE/OGE/OLT/OLE comparisons, 120 OUTLINE_ATOMIC entries, POWI/SINCOS/MODF/FREXP/LDEXP, MEMCCPY/STRCPY/STRCMP/STRSTR/STRLEN/BZERO/CLEAR_CACHE/DEOPTIMIZE, impl_memcpy/memmove/memset. 14 libs built (143 MB). X86/AArch64 CodeGen+ORC JIT blocked: need working llvm-tblgen for target-specific .inc generation. MSVC CRT linking fix needed (oldnames/msvcrt/msvcprt not found by lld-link with LIB set). Dummy no-CRT tblgen works but generates empty stubs.	build/
2026-06-28	api-map	done	Created chunk-03-analysis.tsv (93 rows): mapping all functions in 03-analysis.rs (3,621 lines) across ownership/ephemeral-elision, shatter/stack-shatter, fixed-array, literal-map, string-analysis/codegen, stdlib-builtin, substring-pattern-detection, type-mapping, and codegen-entry Kain constructs. Every function maps to LLVM IR patterns and LLVM-C API equivalents. Pending: needs-review status for specific LLVM-C API bindings as the stripping/rewrite proceeds.	z__research_api/scripts/chunk-03-analysis.tsv
2026-06-28	build	progress	LLVMCodeGen BUILT (44.4 MB) — 13th library. Reconfigured CMake with real llvm-tblgen.exe. Fixed: Targets.def/AsmPrinters.def/AsmParsers.def/Disassemblers.def generated in build/include/core/config/. CodeView.h expanded with full DefRange structs + SymbolKind + ulittle16_t. RuntimeLibcalls.inc expanded with SHL/SRL/SRA/MUL/MULO/SDIV/UDIV/SREM/UREM/CTPOP + full atomic + stackprotector entries. LiveDebugValues.h copied to include path. 10 CodeGen source files commented out (depend on stripped DebugInfo/CGData/ObjC/sanitizers/WasmEH). 2 files blocked: TargetLoweringBase (needs full FPEXT/FPROUND/FMIN/FMAX RTLIB), SelectionDAG (needs full SDIVREM/FMIN/FMAX/CLEAR_CACHE RTLIB). SelectionDAG/GlobalISel/X86/AArch64 blocked by full RTLIB generation from .td files.	build/
2026-06-28	api-map	correction	CRITICAL CORRECTION: MASTER_API.md rewritten to reflect fork ownership. We are NOT wrapping LLVM-C with ~50 bindings. We own X:/llvm-kain/ and can edit C++ source directly. Document now defines: (1) Kain-native API design across 8 categories (A-H) with ~80 C++ functions, (2) 10 planned Kain-specific LLVM passes (World Purity P0, Entangle Elision P0, Collapse Devirt P1, etc.), (3) 5 planned Kain intrinsics (@llvm.kain.world.load/store, @llvm.kain.entangle.propagate, etc.), (4) Fork-based 7-phase migration path (Phase 0-6). Fork layout: src/kain/{api/,passes/,intrinsics/}. Rust bridge via extern "C" in src/kain/api/bridge.cpp → crates/kain-llvm-sys/src/ffi.rs. 11 sections numbered 1-11.	z__research_api/MASTER_API.md
2026-06-28	api-map	done	Created chunk-00-infra.tsv (133 rows) — comprehensive function-to-Kain-concept mapping of 00-preamble.rs (18 functions) and 01-infrastructure.rs (130+ LlvmGenerator methods) from the KNIR codegen pipeline. Covers: stdlib FFI, hash utilities, Python import, orchestrate env, target resolution, public generate API, codegen infrastructure (emit, next_reg, alloca), struct/tuple type registry, Kain-to-LLVM type mapping, JSON/Any tag tracking, runtime Array bridge, tagged value Option/Result, pulse/axiom/converge machine stone symbols, attribute/ABI/callconv resolution. Every row maps to a Kain decision-ladder layer (L0-L7) with LLVM IR pattern and LLVM-C API equivalent.	z__research_api/scripts/chunk-00-infra.tsv
2026-06-28	api-map	done	Created chunk-04-values.tsv (87 rows) mapping all functions in 04-values.rs (2,862 lines) across tagged-value/encoding/decoding, atomic-load/store/rmw/CAS/fence, raw-mem-load/store/volatile, ownership-collapse/observe/decay, share/fanout, string-literal/c-string/concat, bitcast, LLVM IR generation entry points, ABI layout, and value-coercion Kain constructs. Every function mapped to LLVM IR patterns and LLVM-C API equivalents.	z__research_api/scripts/chunk-04-values.tsv
2026-06-28	api-map	done	Created chunk-05-abi.tsv (49 rows) mapping all functions in 05-abi.rs (2,955 lines) across Option/Result-tagged-value, async/await/try-future-inlining, JSON-any/runtime-any-argument, Python-bridge-vararg, JSON-builtin, numeric-cast/fptosi/condition-coerce/binary-coerce/eq/range-check, match-pattern-condition/binding/variant, shattered-array-literal/lane/field/teleport, world-field-path/entangle/propagation/patch-journal, resonate-tripwire, and addressable-pointer Kain constructs. Every function mapped to LLVM IR patterns and LLVM-C API equivalents.	z__research_api/scripts/chunk-05-abi.tsv
2026-06-28	api-map	progress	Created chunk-02-ownership.tsv (104 rows) mapping all 103 fn entries in 02-ownership-infra.rs to Kain concepts, LLVM IR patterns, and LLVM-C API equivalents. Every fn in 3,104 lines cataloged across collapse/observe/decay, asm, systems, type-utils, shatter, world/patch, debug/forensics, and codegen-entry categories.	z__research_api/scripts/chunk-02-ownership.tsv
2026-06-28	build	progress	12 LLVM libraries now build (~99 MB total): LLVMSupport (12.5 MB), LLVMAnalysis (29.7 MB), LLVMAsmParser (2.7 MB), LLVMBinaryFormat (1.2 MB), LLVMCodeGenTypes (38 KB), LLVMObject (10.6 MB), LLVMMC (5.7 MB), LLVMRemarks (1.2 MB), LLVMMCParser (2.3 MB), LLVMMCDisassembler (119 KB), LLVMCore (17.3 MB), LLVMPasses (16.7 MB). Blocked: LLVMTargetParser (needs AArch64/PPC/RISCV parser .inc tables, AMDGPU/ARM/AVR/CSKY/LoongArch/Xtensa files), LLVMCodeGen (shared not standalone target), LLVMX86CodeGen, LLVMAArch64CodeGen, LLVMJITLink (depends on TargetParser). Fixed: PPCGenTargetFeatures.inc stub, RISCVTargetParserDef.inc stub, AArch64CPUFeatures.inc/AArch64FeatPriorities.inc/AArch64TargetParserDef.inc stubs.	include/support/target/AArch64CPUFeatures.inc, include/support/target/AArch64FeatPriorities.inc, include/support/target/AArch64TargetParserDef.inc
2026-06-28	build	progress	LLVMPasses BUILT — 12th library. Fixed: MemProf.h (SmallVector<N> explicit sizes, MemInfoBlock full definition, AccessHistogram stub), SandboxIR/Context.h + PassManager.h stubs, SandboxVectorizer/PassRegistry.def commented out, CodeView.h stub for AsmPrinter, StableFunctionMap.h (IndexPair/StableFunctionMap re-export to llvm::), HLSLBinding.h (findAvailableBinding template), PassBuilder.cpp SandboxVectorizer include removed. 12 libs total.	include/core/profiledata/MemProf.h, include/core/profiledata/MIBEntryDef.inc, include/llvm/SandboxIR/, include/llvm/CGData/, include/llvm/CodeView/, include/core/debug/CodeView/, src/core/passes/PassRegistry.def, src/core/passes/PassBuilder.cpp
2026-06-28	build	progress	LLVMCore (17.3 MB) BUILT — 11th library. Fixed: NVVMIntrinsicUtils.h (missing FloatingPointMode.h), Intrinsics.cpp (missing BPF/Hexagon/LoongArch/Mips/PowerPC/R600/S390/SPIRV/VE/XCore Intrinsics stubs, FixedEncodingTy shift overflow, StringTable instead of const char*, IntrinsicNameOffsetTable type to unsigned, IntrinsicNameTable pointer arithmetic fixes), IntrinsicImpl.inc (complete rewrite with 11 section guards, 62 IIT values, name/offset tables, FixedEncodingTy, IIT tables, TargetInfos), Attributes.cpp (undef ATTRIBUTE_ENUM leaks, GET_ATTR_NAMES leak, AttrPropTable redefinition, ATTRIBUTE_ALL->ATTRIBUTE_ENUM fix, GET_ATTR_COMPAT_FUNC stub), RuntimeLibcalls.inc (54 LibcallImpl entries with armpl/amd/sleef/svml, inline static member defs, GET_RUNTIME_LIBCALLS_INFO stub), Function.cpp (LibFuncCache cast). Created 10 stub Intrinsics headers. Total: 11 libs, ~77 MB.	include/core/ir/IntrinsicImpl.inc, include/core/ir/RuntimeLibcalls.inc, include/core/ir/Attributes.inc, src/core/ir/CMakeLists.txt, src/core/ir/Attributes.cpp, src/core/ir/Intrinsics.cpp, src/core/ir/Function.cpp
2026-06-28	api-map	progress	Complete API map of llvm_kain.rs (21,883 lines) + llvm_kain_component.rs (2,105 lines). Created 9 script partition files (01-types.rs through 09-output.rs) in z__research_api/scripts/. Created 3 TSV reports (api-functions.tsv with 118 entries, api-types.tsv with 33 entries, api-llvm-c-bindings.tsv with 78 entries) and 1 summary markdown (api-summary.md with LLVM IR pattern catalog, vtable dispatch flow, dependency graph, and architectural insights) in z__research_api/reports/.	z__research_api/
2026-06-28	build	progress	LLVMAnalysis BUILDS (linked successfully). Fixed: ConstantFolding.cpp — removed orphaned AMDGPU functions (ConstantFoldAMDGCNCubeIntrinsic, ConstantFoldAMDGCNPermIntrinsic), removed orphaned NVVM code blocks, added missing closing braces for if(Op2)/if(Op3) in ConstantFoldScalarCall3, added missing return nullptr in ConstantFoldIntrinsicCall2, added missing closing namespace. Fixed: Function.h — forward-declared enum LibFunc, changed LibFuncCache from unsigned to LibFunc. Fixed: TargetLibraryInfo.cpp — removed extra & in SignatureTable access (pointer vs value mismatch). Fixed: Attributes.h — added #undef GET_ATTR_ENUM after include to prevent macro leakage into AsmParser. LLVMAsmParser also builds. LLVMBinaryFormat builds. LLVMCodeGenTypes blocked by empty GenVT.inc stub (needs tablegen-generated MVT enum values from ValueTypes.td).	src/core/analysis/, include/core/ir/
2026-06-28	api-map	progress	Split llvm_kain.rs (21,883 lines) into 9 real .rs files in z__research_api/scripts/. Each file wraps its section in impl LlvmGenerator { ... } with balanced braces. Preamble (uses, structs, consts, public fns) duplicated in each file for self-containment. All 21,883 lines preserved at 100% fidelity. Split boundaries at clean fn declaration boundaries. Report at z__research_api/reports/split-report.md.	z__research_api/scripts/
2026-06-28	build	progress	LLVMAnalysis: 24/26 source files compile. Fixed: InstrProfData.inc (BUG-017/018) — comprehensive .inc with all INSTR_PROF_* macros, VALUE_PROF_KIND entries, section/sig/raw-header structs. Fixed: RuntimeLibcalls.inc — proper stub with GET_RUNTIME_LIBCALL_ENUM/GET_LOOKUP_LIBCALL_IMPL_NAME_BODY guards. Fixed: MemProfData.inc and MIBEntryDef.inc — proper stubs. Fixed: MemoryBuiltins.h — added TargetLibraryInfo.h include for LibFunc type. Fixed: TargetLibraryInfo.inc — 680+ LibFunc values added, FuncArgTypeID with all values, SignatureTable/SignatureOffset arrays. Fixed: IntrinsicEnums.inc — added vector_deinterleave2-8, vector_interleave2-8 variants. Fixed: ConstantFolding.cpp — stripped orphaned NVVM code and premature closing braces. Fixed: TargetLibraryInfo.h — added #undef GET_TARGET_LIBRARY_INFO_ENUM/IMPL_DECL to prevent macro leakage. Remaining: ConstantFolding.cpp still has 15+ brace/scope issues from strip script damage; TargetLibraryInfo.cpp has SignatureTable pointer arithmetic issue. Next: fix these last two files to close LLVMAnalysis.	include/, src/
2026-06-28	build	progress	Massive LLVMAnalysis build progress: 20/101 files now compiling (was 0). Fixed: Attributes.inc (BUG-016) — removed enum wrapper, added proper categories + sentinels + prop table. Fixed: IntrinsicEnums.inc — auto-generated 9155 intrinsics from .td files, added AnyKind enums. Fixed: TargetLibraryInfo.inc (BUG-015) — added LibFunc enum with 65+ values + FuncArgTypeID. Fixed: NVVMIntrinsicUtils.h — stubbed for dropped NVVM target. Fixed: Function.h — removed problematic opaque enum forward declaration. Remaining blockers: InstrProfData.inc (BUG-017), profiledata stubs, RuntimeLibcalls.inc, and ~80 more .cpp files to compile.	include/core/ir/Attributes.inc, include/core/analysis/TargetLibraryInfo.inc, include/core/ir/NVVMIntrinsicUtils.h, include/core/ir/Function.h, scripts/gen-intrinsic-enums.py
2026-06-28	build	progress	LLVMAnalysis ~85% complete (105/120+ objects). Generated: Attributes.inc (hand-written), IntrinsicEnums.inc (7164 entries from .td), TargetLibraryInfo.inc (528 entries from .td), RuntimeLibcalls.inc (1851 entries from .td). Added Special Case List Data. Dead includes commented out: DXIL, AMDGPU, NVVM, ARM, WebAssembly, X86, AArch64 target-specific Intrinsics*.h. Remaining blockers: (1) ConstantFolding.cpp has 315 Intrinsic references including target-specific (AMDGPU/NVVM/ARM) that need defm-parsing support in .td generator, (2) TargetLibraryInfo.cpp needs GET_TARGET_LIBRARY_INFO_SIGNATURE_TABLE generation, (3) VecFuncs.def needed.	build/
2026-06-28	build	progress	Reconfigured CMake for llvm-tblgen target (commented out add_subdirectory(tools) now enabled). LLVMTableGen library builds as part of full build. Tablegen binary building disabled due to library/exe dual-target complexity.	build/
2026-06-28	tablegen	progress	llvm-tblgen.exe BUILT AND WORKING. Built with clang++/lld-link + /wholearchive for static ctor linkage. Parses .td files, runs backends through Emitter::Opt registration. Currently has: skeleton backend (gen-skeleton-entry/class) + AttributesEmitter (gen-attrs). Successfully generated 415-line Attributes_gen.inc from Attributes.td. Key lessons: (1) Must use /wholearchive to force-link static constructors from .lib, (2) Need cl::ParseCommandLineOptions in main(), (3) SSE stubs needed for _mm_loadu_si128 etc. from UCRT wchar.h/wmemcmp inline. More backends (IntrinsicEmitter, RegisterInfoEmitter, etc.) need to be fetched from LLVM 19 utils/TableGen/. Tools: sse_stub.obj provides _mm_* symbols for UCRT inline wmemcmp.	tools/tablegen/, build/bin/llvm-tblgen.exe
2026-06-28	llvm-core	cmake	progress	Phase 6-B (Fix Dead Library References) complete. Fixed 12 CMakeLists.txt files: removed dead LINK_COMPONENTS (DebugInfoDWARF, DebugInfoDWARFLowLevel, FrontendOpenMP, FrontendHLSL, ObjCARC, BitWriter, Instrumentation, TextAPI, WindowsDriver, RuntimeDyld) and dead DEPENDS (omp_gen, ClangDriverOptions). Deleted orphaned sources: LTO.cpp (3 lld stubs), ObjCRuntime.cpp, OpenMPKinds.cpp, PPCInsns.def, MCSFrame.cpp, InstrProfCorrelator.cpp, MemProfReader.cpp. Deleted dead directories: src/core/debug/ (DWARFCFIChecker, dead without DebugInfoDWARFLowLevel), src/core/linker/ (DTLTO, deleted in Phase 3), include/core/debug/ headers. Removed subdirectory refs from src/core/CMakeLists.txt. Removed dead link_libs (LLVMBitWriter) from ORC JIT. All 20+ dead references eliminated. Verification grep shows only expected ObjCARC analysis source filenames (not library refs) and stubbed omp_gen/ClangDriverOptions targets in top-level CMakeLists.txt.	src/core/passes/IPO/CMakeLists.txt, src/core/analysis/CMakeLists.txt, src/target/x86/CMakeLists.txt, lld/*/CMakeLists.txt, clang/src/*/CMakeLists.txt, and 10 more
2026-06-28	cmake	progress	Created comprehensive Phase 6 CMake build plan at z__research/phase-6-cmake-build.md. Covers: current state audit (84 CMakeLists.txt, missing top-level + 19 cmake modules), 18 blockers mapped with fix strategies, 8 sub-phases (A-H) with specific files/commands, build modes (dev/debug/release), verification plan, risk assessment, and Bazel fallback. Discovered: LLD references 12 dead libs, LTO.cpp files still present, ObjCRuntime.cpp/OpenMPKinds.cpp still in clang, 16 dead LLD ELF arch files, FrontendOpenMP refs in clang basic+analysis, Coroutines/ObjCARC/HipStdPar in passes, CGData in codegen.	z__research/phase-6-cmake-build.md
2026-06-28	llvm	progress	Phase 7 ORC JIT integration plan written at z__research/phase-7-orc-jit.md. Covers: 3 pipeline paths (Text->AsmParser->ORC, Direct LLVM-C IR Builder, TargetMachineEmit intermediate), complete ~62-function LLVM-C API catalog across 6 tiers, crate architecture for crates/kain-llvm-sys/ (including ffi.rs, error.rs, lljit.rs, build.rs), 4-phase migration plan (A: bindings, B: TargetMachineEmit, C: ORC JIT, D: Clang wrapper), 8 risks with mitigations, Bazel overlay notes, timeline (12 weeks), and verification checklist. All ~62 functions verified present in actual C API headers at include/c-api/.	z__research/phase-7-orc-jit.md
2026-06-28	test-harness	progress	Created comprehensive test harness document at z__research/test-harness.md. Covers: build verification (cmake+ninja), compilation tests (C11/C17/C23/asm/debug/opt/LTO/PGO), linker tests (COFF/ELF/MachO/static/dynamic/LTO), runtime builtins (soft-div/float/atomics/mem), edge cases (empty/massive/deep-include/circular/unicode/preproc), CI infrastructure (GH Actions skeleton, matrix, cache, timing), 10-point smoke test suite (bash+batch), regression prevention (upstream merge, cross-comparison, git hooks, perf), test directory structure, and 5 reusable batch/script templates.
2026-06-28	llvm	progress	Phase 5 execute complete on real tree. Backup at X:/llvm-backups/llvm-project-20260628-073522 (1,013 MB, 17,804 files). llvm-kain/ flat layout created: 172 dirs, 5,590 files copied, 4,365 include path rewrites applied, 0 errors. Layout: src/core/{ir,analysis,passes,object,mc,linker,support} src/target/{x86,aarch64,shared} src/jit/{orc,jitlink,interpreter} clang/src/{lex,parse,sema,ast,codegen,frontend,analysis,basic,edit,serialization,options} clang/include/{lex,parse,sema,ast,codegen,basic,frontend,analysis,edit,serialization} include/{c-api,core,target,jit,support,tools} rt/builtins lld/{coff,elf,macho,common} tools/tablegen. __ORIGINAL__/ junction created. Old files preserved (685 MB). Total repo: 1,013 MB (old) + 328 MB (llvm-kain).
